e1,r,e2
8881,paper_in_domain,1208
10558,author_write_paper,10622
7459,paper_cite_paper,14430
8886,paper_in_domain,3739
12342,author_write_paper,12754
10235,author_in_affiliation,4243
5245,paper_in_venue,4101
4121,author_write_paper,4496
13012,paper_cite_paper,12793
10942,paper_cite_paper,14789
4456,paper_in_domain,2650
9532,author_in_affiliation,4041
7834,paper_in_domain,1493
12889,paper_cite_paper,6078
11691,paper_in_venue,4088
7317,author_write_paper,4641
4514,paper_cite_paper,4797
7149,paper_cite_paper,7883
14846,author_write_paper,13045
7124,author_in_affiliation,1232
9150,paper_in_domain,2320
11582,author_write_paper,11939
3602,author_in_affiliation,4278
3338,author_in_affiliation,1017
5784,paper_in_venue,4093
11382,author_write_paper,14800
13795,paper_in_domain,1302
14036,paper_in_domain,126
4834,paper_in_domain,2617
12054,paper_in_domain,203
5729,author_in_affiliation,2490
8632,author_write_paper,10627
3793,author_write_paper,6559
4725,paper_in_venue,4117
2651,author_write_paper,6640
9903,author_write_paper,10125
8850,paper_cite_paper,8207
3506,author_in_affiliation,1474
10867,paper_in_domain,1012
11375,author_write_paper,5562
13907,paper_in_domain,1716
3417,author_write_paper,12710
10845,paper_in_domain,1119
9861,paper_in_domain,1930
10097,paper_in_venue,4124
13843,paper_in_venue,4110
6302,author_in_affiliation,143
15521,author_write_paper,12339
12563,author_write_paper,12381
12725,paper_in_domain,1755
11383,paper_cite_paper,4878
1132,paper_in_domain,770
8863,paper_in_domain,2202
7281,author_write_paper,14822
6854,paper_in_domain,1256
6503,author_write_paper,11800
15084,author_in_affiliation,1336
11063,author_write_paper,9774
4355,paper_in_domain,69
15723,author_in_affiliation,2662
8733,author_write_paper,14480
13810,paper_in_domain,3792
12113,paper_in_domain,1259
12638,author_write_paper,7721
8295,paper_in_domain,3160
6447,author_write_paper,7817
4402,paper_in_domain,1177
3950,author_write_paper,5923
6487,author_write_paper,7981
13850,author_write_paper,2217
11670,paper_cite_paper,13137
7480,paper_in_domain,1800
1670,author_in_affiliation,2980
8045,paper_in_domain,2087
6517,paper_in_domain,2795
9617,author_write_paper,9090
9170,paper_in_domain,2448
14130,paper_cite_paper,12710
4346,paper_in_venue,4123
10692,author_write_paper,11709
3251,author_write_paper,14145
8961,paper_cite_paper,12508
11057,paper_in_domain,27
13692,paper_in_domain,2274
7623,paper_in_domain,1227
9774,paper_cite_paper,10597
7478,paper_in_venue,4106
8597,paper_in_venue,4109
11145,paper_in_domain,2448
14541,paper_in_domain,942
14490,author_write_paper,1749
7016,paper_in_venue,4108
8802,paper_cite_paper,7253
10397,author_in_affiliation,100
11119,author_write_paper,13635
14650,author_in_affiliation,1474
16262,author_write_paper,8413
1991,author_write_paper,6561
16308,author_write_paper,6597
11126,paper_in_domain,2054
12344,paper_cite_paper,10060
10442,paper_in_domain,2396
12688,author_write_paper,12050
10489,author_write_paper,9348
8095,author_write_paper,14391
6006,paper_in_domain,2045
13005,paper_in_domain,2333
289,paper_cite_paper,4782
11008,author_in_affiliation,22
7445,author_in_affiliation,1232
4507,author_write_paper,12917
4151,author_write_paper,12068
8298,paper_in_domain,916
7021,paper_in_domain,1423
5282,paper_in_domain,457
6374,paper_in_domain,1895
8924,paper_in_venue,4109
13750,paper_cite_paper,11528
8829,paper_in_domain,425
14140,paper_cite_paper,13565
13473,author_write_paper,7540
13562,author_in_affiliation,97
3437,author_write_paper,6377
10955,author_write_paper,7180
14466,author_write_paper,8913
8051,paper_cite_paper,7247
4752,author_write_paper,9180
12366,paper_in_venue,4123
14498,paper_in_domain,2979
4411,paper_in_venue,4132
12019,paper_in_domain,1988
12081,paper_in_venue,4097
5836,author_write_paper,5690
3515,author_write_paper,4390
6794,paper_in_domain,1142
6879,paper_cite_paper,12700
14345,paper_in_domain,2439
13631,author_write_paper,12681
9975,author_in_affiliation,920
13170,paper_in_domain,978
4956,paper_cite_paper,13769
3704,author_write_paper,7535
5558,paper_in_domain,1345
9030,author_write_paper,10319
13344,paper_in_domain,980
11911,paper_in_domain,2128
12344,paper_cite_paper,6680
5939,paper_cite_paper,4728
13567,paper_in_domain,1963
14538,paper_in_domain,3770
14980,author_write_paper,9372
14195,author_in_affiliation,2012
7425,paper_in_domain,1513
14764,author_in_affiliation,4266
7707,paper_in_venue,4117
7327,author_in_affiliation,449
7490,paper_in_venue,4093
8570,paper_cite_paper,8300
5432,paper_in_domain,824
9516,paper_in_domain,2926
7539,paper_cite_paper,11035
10112,paper_in_domain,1247
14541,paper_in_domain,13
11748,paper_in_domain,1557
11683,author_in_affiliation,2409
14675,author_write_paper,8587
5804,paper_in_domain,2839
10612,paper_in_venue,4106
15097,author_in_affiliation,2168
11911,paper_in_domain,494
9782,author_in_affiliation,706
13325,author_write_paper,12903
4540,paper_in_venue,4119
6496,paper_in_domain,1856
16352,author_write_paper,12383
13591,paper_in_venue,4106
9060,paper_in_domain,1063
13504,author_write_paper,9189
5523,paper_in_domain,187
10465,author_in_affiliation,1151
3842,author_write_paper,4734
13905,author_write_paper,11155
6889,author_write_paper,4612
8767,author_write_paper,4483
15996,author_write_paper,11078
11268,author_write_paper,7403
13432,paper_in_domain,1478
15218,author_in_affiliation,1474
14621,paper_in_domain,1930
4515,paper_in_domain,2826
7695,author_write_paper,5961
10568,paper_in_domain,855
14699,paper_in_domain,235
5719,paper_in_domain,2463
12685,author_write_paper,7995
8902,author_write_paper,13934
12629,author_write_paper,7981
2934,author_write_paper,9427
14542,author_write_paper,13981
6362,paper_cite_paper,14103
8408,paper_in_domain,1720
9205,author_write_paper,14015
7773,paper_in_domain,2209
3482,author_in_affiliation,1605
5751,author_write_paper,7059
9256,paper_in_domain,3160
12351,paper_cite_paper,10295
8084,author_in_affiliation,2662
12344,paper_cite_paper,8969
7746,author_write_paper,8534
3498,author_in_affiliation,1151
15380,author_in_affiliation,2239
14515,paper_cite_paper,9319
14546,paper_in_domain,2099
13734,paper_cite_paper,12700
5455,paper_in_domain,770
7030,paper_in_domain,1263
11371,paper_in_domain,1433
4948,author_write_paper,7168
11159,paper_in_venue,4113
7150,author_write_paper,1450
15889,author_write_paper,7998
11600,paper_in_venue,4113
2755,author_in_affiliation,4225
12290,paper_cite_paper,4834
9308,paper_in_venue,4109
15343,author_in_affiliation,4278
14130,paper_in_domain,662
6941,paper_in_domain,1345
13647,paper_in_venue,4088
11887,author_write_paper,5042
11047,author_write_paper,13675
7553,author_write_paper,10896
12562,paper_in_domain,1655
13111,author_write_paper,8617
16233,author_in_affiliation,1763
8284,paper_in_domain,138
11497,paper_in_domain,3003
12897,paper_in_domain,718
13000,paper_in_domain,584
12822,paper_in_domain,1896
10922,paper_cite_paper,12801
6909,paper_in_domain,1673
9241,author_in_affiliation,1523
13648,author_write_paper,7890
11504,paper_cite_paper,6455
8615,paper_in_domain,877
12470,paper_in_domain,1208
15313,author_in_affiliation,4266
11903,author_write_paper,7465
12344,paper_cite_paper,13946
4964,paper_in_domain,659
9668,paper_in_venue,4119
4769,paper_in_venue,4097
14600,paper_in_domain,1644
4376,paper_cite_paper,1390
9774,paper_cite_paper,12700
11112,paper_cite_paper,10072
10284,paper_in_domain,994
7422,paper_cite_paper,9386
14503,author_in_affiliation,4037
5119,author_write_paper,13985
3475,author_write_paper,4728
15035,author_in_affiliation,2
7300,paper_in_venue,4109
13082,paper_in_domain,3739
14366,paper_in_domain,1863
13316,paper_in_domain,1884
8173,author_in_affiliation,1394
4530,paper_cite_paper,11812
11034,paper_cite_paper,11523
13620,paper_in_domain,1856
9791,author_in_affiliation,1209
7354,paper_in_domain,1828
7227,author_write_paper,10861
8901,author_write_paper,5335
12301,paper_in_venue,4097
14443,paper_in_domain,1402
12072,paper_in_domain,1856
6787,paper_in_domain,3057
8946,author_in_affiliation,4278
14095,paper_in_domain,3739
6395,author_in_affiliation,408
11647,author_in_affiliation,545
4408,paper_in_domain,1856
14896,author_write_paper,6372
7990,paper_in_domain,1795
6030,paper_in_venue,4108
5847,author_write_paper,1968
4545,paper_in_domain,2864
9165,paper_cite_paper,12925
11177,author_write_paper,4523
7286,paper_in_venue,4108
3183,author_write_paper,10992
11127,paper_in_venue,4101
14838,author_in_affiliation,1151
3298,author_write_paper,9392
15401,author_write_paper,14345
14538,paper_in_domain,1270
9699,author_in_affiliation,1151
13506,paper_in_domain,1090
7421,paper_cite_paper,13525
5273,author_write_paper,13070
10897,paper_in_venue,4113
4514,paper_in_venue,4132
11511,author_write_paper,8414
9332,paper_in_domain,1557
11237,author_in_affiliation,2572
13340,paper_in_domain,1790
4492,paper_in_venue,4119
3019,author_write_paper,11721
13305,paper_in_domain,1984
3509,author_write_paper,12637
7633,paper_in_domain,928
8283,paper_cite_paper,8256
7446,paper_in_domain,356
4355,paper_in_domain,1198
16179,author_write_paper,8883
9106,author_write_paper,6397
9774,paper_cite_paper,8297
12377,author_write_paper,734
15293,author_write_paper,13470
14851,paper_in_venue,4109
9124,author_in_affiliation,1149
16063,author_write_paper,8130
10044,paper_in_domain,1721
16191,paper_in_domain,1285
5159,paper_in_domain,3739
4337,paper_in_domain,235
9001,author_write_paper,4956
13225,paper_in_domain,2663
3717,author_write_paper,14805
6951,author_write_paper,12113
8449,paper_cite_paper,8940
16334,author_in_affiliation,3043
4592,paper_in_domain,1964
12269,paper_in_domain,1682
9199,paper_cite_paper,9246
9094,author_write_paper,9108
14059,author_in_affiliation,1645
6029,author_write_paper,6216
12761,author_write_paper,6760
13616,paper_in_domain,2522
5276,author_write_paper,11107
7493,author_write_paper,6493
9945,paper_cite_paper,14486
15194,author_in_affiliation,1298
6655,paper_in_domain,389
15894,author_write_paper,7016
11186,paper_in_domain,1595
11778,author_in_affiliation,85
15318,author_write_paper,13442
14223,paper_in_domain,938
5754,paper_cite_paper,7108
15332,author_write_paper,13810
11693,paper_in_domain,3780
7538,author_write_paper,13442
8358,paper_in_domain,2927
3666,author_in_affiliation,2240
12919,author_write_paper,9726
14327,paper_in_domain,1635
12114,paper_cite_paper,12461
10637,author_write_paper,11680
4665,paper_cite_paper,4518
14863,paper_cite_paper,13567
4745,paper_cite_paper,4382
7428,paper_in_domain,481
5524,paper_cite_paper,13908
10055,author_write_paper,11430
7274,paper_in_domain,2393
3399,author_write_paper,5234
12075,author_write_paper,11578
7503,paper_cite_paper,13773
9799,paper_in_venue,4088
7928,paper_in_venue,4106
5660,author_in_affiliation,1707
15374,author_write_paper,12085
11316,paper_cite_paper,12710
7405,author_in_affiliation,22
3386,author_write_paper,11646
13617,paper_in_venue,4088
5129,paper_in_domain,2274
5799,paper_in_domain,2340
8666,author_write_paper,13317
9159,paper_in_domain,539
12233,paper_in_venue,4123
9037,author_write_paper,12767
7892,paper_cite_paper,10597
11767,author_in_affiliation,1210
11360,paper_in_domain,656
10792,author_in_affiliation,2409
13236,paper_in_domain,2365
12294,paper_in_domain,1445
9785,paper_in_domain,2280
4951,author_write_paper,9794
8908,author_in_affiliation,2292
5904,author_write_paper,13645
9414,author_write_paper,12931
15482,author_in_affiliation,1474
14112,author_write_paper,9327
6300,paper_in_domain,2512
11749,author_write_paper,5243
11969,author_in_affiliation,4278
12770,paper_in_domain,915
10033,paper_cite_paper,6891
2405,author_write_paper,13946
11540,paper_in_domain,1478
7805,paper_in_domain,1248
4865,author_write_paper,11472
7626,paper_in_domain,3787
9391,author_in_affiliation,1474
9848,paper_in_domain,1615
5567,author_in_affiliation,4225
13557,author_in_affiliation,1110
8611,author_in_affiliation,1579
6605,paper_in_domain,203
7849,paper_in_venue,4114
8265,author_write_paper,4825
14897,author_write_paper,12706
13692,paper_in_domain,928
6253,paper_in_domain,364
9508,paper_in_venue,4101
8760,paper_in_domain,1930
9820,paper_cite_paper,9484
6576,paper_in_domain,2476
14778,paper_in_domain,2080
11662,paper_in_domain,443
4776,paper_in_domain,176
5334,author_write_paper,4545
11607,author_write_paper,10471
13012,paper_in_domain,3738
10295,paper_cite_paper,9950
4630,paper_in_domain,656
12783,author_write_paper,14148
7640,paper_cite_paper,9446
8832,author_write_paper,13101
11863,paper_cite_paper,12888
14660,paper_cite_paper,12028
12394,paper_in_domain,3120
4820,paper_in_venue,4134
5646,author_in_affiliation,1832
4849,paper_in_domain,1190
3055,author_in_affiliation,449
13649,author_write_paper,10611
14703,author_write_paper,7517
4630,paper_cite_paper,4723
8519,paper_in_domain,1951
14626,paper_cite_paper,13104
9692,paper_in_domain,490
12630,paper_in_domain,1420
5323,author_write_paper,1294
4478,paper_in_domain,2743
4860,paper_in_domain,1646
5747,paper_in_venue,4116
4475,paper_in_venue,4119
8210,paper_in_domain,2733
8233,paper_in_domain,770
7973,paper_cite_paper,12911
9052,paper_in_domain,2347
11726,paper_in_venue,4110
4876,paper_in_domain,1483
5999,paper_cite_paper,9900
4746,paper_in_domain,193
2263,paper_in_domain,203
6911,paper_in_venue,4116
5404,author_in_affiliation,4225
4352,paper_cite_paper,4608
6558,author_write_paper,7105
3851,author_write_paper,9297
5738,author_write_paper,11776
5064,paper_in_domain,2641
14104,paper_cite_paper,13280
3634,author_write_paper,5122
11863,paper_in_domain,2110
11332,paper_cite_paper,7792
11877,paper_in_domain,1131
13318,author_write_paper,9090
14699,paper_in_domain,1263
11051,author_write_paper,10478
14779,paper_cite_paper,13632
10123,paper_in_domain,2769
8076,paper_in_domain,764
6992,author_write_paper,10700
15726,author_write_paper,11124
7062,paper_in_domain,812
10000,paper_in_venue,4109
15939,author_write_paper,13566
12038,author_write_paper,10776
9560,author_in_affiliation,456
5934,paper_in_venue,4097
8648,paper_cite_paper,8041
11615,paper_in_domain,2343
7146,paper_in_domain,3143
8874,paper_in_venue,4088
4478,paper_in_domain,2747
3027,paper_in_domain,755
12615,paper_in_domain,1171
14375,author_in_affiliation,4225
14484,paper_in_domain,1800
12363,author_write_paper,11640
10274,paper_in_domain,2364
5440,author_write_paper,14602
9136,paper_in_domain,915
4003,paper_in_domain,356
13663,author_in_affiliation,1496
14972,author_write_paper,10121
8668,paper_cite_paper,9562
8143,author_write_paper,11871
1878,author_write_paper,10133
7961,paper_in_venue,4088
4620,paper_in_domain,227
3452,author_write_paper,8075
13419,paper_cite_paper,11221
12554,paper_in_domain,490
7137,paper_in_domain,3787
2213,paper_in_venue,4124
3848,author_in_affiliation,2499
13367,paper_in_domain,2330
5573,author_in_affiliation,2701
6411,author_write_paper,9163
9902,author_write_paper,8823
10394,paper_in_domain,891
5614,paper_in_domain,1884
13383,paper_in_domain,1227
6786,paper_cite_paper,12079
11098,paper_cite_paper,5690
12016,paper_cite_paper,10109
8496,paper_in_venue,4109
9349,paper_in_domain,92
11563,paper_cite_paper,14171
14247,paper_cite_paper,11178
14217,paper_in_domain,2435
14705,author_write_paper,4533
16134,author_write_paper,5366
8228,paper_cite_paper,12508
4365,paper_cite_paper,10099
15062,author_write_paper,11680
12553,paper_in_domain,484
14387,author_write_paper,4498
4072,author_in_affiliation,4280
5708,paper_in_domain,2679
7683,paper_in_domain,928
13555,paper_in_venue,4088
7020,author_write_paper,12211
15409,author_write_paper,10976
4382,paper_in_domain,3003
13931,paper_in_venue,4119
7649,author_in_affiliation,1474
12417,paper_cite_paper,4514
9712,paper_in_domain,95
13584,paper_cite_paper,11290
16202,author_in_affiliation,2534
3190,author_in_affiliation,1299
9446,paper_in_venue,4119
14137,paper_cite_paper,11267
9871,paper_in_domain,1407
12913,paper_in_domain,1158
5679,paper_cite_paper,7427
5490,author_write_paper,14696
6894,author_in_affiliation,588
11959,author_write_paper,10586
9627,paper_in_domain,827
13803,author_in_affiliation,449
9558,paper_in_domain,994
14689,paper_cite_paper,4835
3980,author_write_paper,10569
4847,paper_in_domain,204
12955,author_in_affiliation,1441
632,author_in_affiliation,668
13340,paper_cite_paper,4565
9811,paper_cite_paper,8506
11109,paper_in_venue,4101
212,author_in_affiliation,2169
5293,paper_in_domain,2001
11540,paper_cite_paper,4389
7923,author_write_paper,14765
12956,author_in_affiliation,4229
10492,paper_in_domain,1460
4006,author_write_paper,7494
11202,author_write_paper,4403
15932,author_in_affiliation,982
2934,author_write_paper,12061
5063,paper_in_domain,1945
14114,author_write_paper,4585
7517,paper_in_domain,1119
7519,paper_cite_paper,7868
15385,author_write_paper,5743
13423,author_write_paper,7130
9449,paper_in_domain,2927
4565,paper_in_domain,2970
8482,paper_in_domain,443
12740,paper_in_domain,897
14209,paper_in_domain,747
13002,author_write_paper,14173
10649,paper_in_venue,4123
12022,paper_in_domain,387
12888,paper_cite_paper,8874
15161,author_in_affiliation,704
11278,paper_cite_paper,10165
4060,author_write_paper,856
15262,author_write_paper,9892
10325,author_write_paper,6434
8168,paper_cite_paper,14386
5094,paper_in_domain,872
7168,paper_in_venue,4097
12345,author_write_paper,13506
13584,paper_cite_paper,10068
10060,paper_in_domain,203
16169,author_in_affiliation,4264
7214,paper_cite_paper,6140
13050,paper_in_domain,1910
5332,paper_in_domain,1856
1529,author_write_paper,13259
3630,author_write_paper,7741
6392,paper_cite_paper,11608
7300,paper_in_domain,2063
580,author_write_paper,10243
13763,author_in_affiliation,1084
14275,paper_in_domain,1801
10553,author_write_paper,8137
5552,paper_cite_paper,10711
1990,author_write_paper,9495
14905,author_write_paper,5957
13600,paper_in_domain,2500
14594,author_in_affiliation,1474
5530,paper_in_domain,2544
13566,paper_in_domain,2464
13354,author_in_affiliation,1474
9982,author_write_paper,5933
4826,paper_cite_paper,10903
4666,paper_in_domain,1302
14832,paper_in_domain,2512
11206,paper_in_domain,928
13968,paper_in_domain,2561
943,paper_in_venue,4132
370,author_write_paper,14016
15230,author_write_paper,7167
12339,paper_in_domain,2594
12400,author_write_paper,6877
3963,author_in_affiliation,1452
13981,paper_in_domain,3742
11608,paper_cite_paper,8948
13178,author_in_affiliation,2066
6930,author_write_paper,8635
10527,author_in_affiliation,4225
5997,paper_in_domain,2747
14685,author_in_affiliation,1169
5008,paper_in_domain,1259
9734,author_write_paper,10750
13375,paper_cite_paper,11120
15920,author_write_paper,12708
6835,paper_in_domain,2087
9324,paper_in_domain,18
14078,author_write_paper,9992
15860,author_write_paper,13960
7191,paper_in_venue,4110
14458,author_in_affiliation,4225
1450,paper_in_venue,4124
16268,author_write_paper,13495
3272,author_write_paper,5833
13672,paper_in_domain,1909
13623,paper_cite_paper,8075
4740,paper_in_domain,1646
8302,author_write_paper,12542
5709,author_write_paper,11664
10528,paper_cite_paper,9484
7231,paper_in_domain,3009
5265,author_write_paper,451
9246,paper_in_domain,951
8879,paper_in_domain,1366
9487,author_write_paper,8969
10752,paper_in_domain,1651
7699,paper_in_domain,1172
12110,paper_in_domain,1104
11712,paper_cite_paper,4740
7136,author_write_paper,4887
1788,paper_cite_paper,4923
6212,author_write_paper,11330
4900,paper_in_domain,1420
3475,author_write_paper,4846
9578,author_write_paper,8116
9243,author_write_paper,12365
14786,paper_cite_paper,10263
11067,paper_in_domain,24
2190,paper_in_venue,4132
2420,author_write_paper,12114
5193,paper_in_domain,387
11333,paper_in_domain,1710
15679,author_write_paper,12330
13245,paper_in_domain,42
8318,paper_in_domain,1793
13004,author_in_affiliation,4225
11262,paper_in_domain,220
14561,author_in_affiliation,2534
3948,author_write_paper,14607
6569,paper_in_domain,1119
5342,paper_in_domain,1286
7446,paper_cite_paper,7520
14067,author_in_affiliation,229
7737,paper_cite_paper,10711
8427,paper_in_domain,3739
10958,paper_in_venue,4108
12643,paper_in_venue,4126
8610,paper_in_domain,1485
9960,paper_in_venue,4126
12583,paper_in_venue,4106
4550,paper_in_domain,195
9496,author_write_paper,6880
14830,paper_in_domain,656
9349,paper_in_domain,824
9495,paper_cite_paper,13827
6748,paper_in_domain,2200
14055,paper_in_domain,1119
14163,paper_in_domain,539
4758,paper_in_domain,193
11349,paper_cite_paper,7654
9053,paper_cite_paper,9065
6703,author_write_paper,10091
14048,paper_cite_paper,9005
4015,author_in_affiliation,639
11896,paper_in_domain,2270
7332,paper_in_venue,4110
6031,paper_in_domain,2827
6527,author_write_paper,5895
9225,paper_cite_paper,6971
4564,paper_in_venue,4134
7638,author_write_paper,10106
9295,paper_in_domain,1485
5647,paper_in_domain,1478
12424,author_write_paper,10019
15493,author_in_affiliation,1645
14890,paper_cite_paper,5686
2192,author_write_paper,11278
13520,author_write_paper,13453
12368,author_write_paper,4596
5684,paper_in_domain,1119
7623,paper_in_domain,1884
5323,author_in_affiliation,4221
11139,author_write_paper,4456
8424,paper_cite_paper,6131
11249,author_write_paper,5326
14321,paper_cite_paper,12161
14011,paper_in_domain,387
9834,paper_in_domain,2961
7678,author_in_affiliation,3103
11805,paper_in_domain,1286
6555,author_write_paper,6856
1838,author_write_paper,4317
9413,paper_in_venue,4123
14584,author_write_paper,13440
12469,author_in_affiliation,1523
10732,paper_in_domain,1049
14463,author_write_paper,14250
12306,paper_in_domain,1548
5294,paper_in_domain,1935
7831,paper_cite_paper,10578
5250,paper_in_domain,1380
10554,paper_cite_paper,4541
15132,author_in_affiliation,2982
11221,paper_in_domain,1804
2458,author_write_paper,13228
6308,paper_in_domain,1239
11317,paper_cite_paper,1508
9314,author_in_affiliation,4225
6228,paper_in_domain,1469
11633,paper_in_venue,4088
13228,paper_cite_paper,14318
2349,paper_cite_paper,9738
4838,author_write_paper,7707
5955,paper_in_domain,1458
11962,author_write_paper,10496
9011,paper_in_domain,656
11960,author_in_affiliation,2534
12050,paper_cite_paper,4924
5754,paper_in_venue,4106
11769,paper_in_domain,2748
11182,author_write_paper,4716
13047,paper_cite_paper,13995
15364,author_in_affiliation,1645
11001,paper_in_venue,4124
8931,paper_in_venue,4107
11572,paper_in_domain,2055
7627,paper_in_domain,1212
6805,paper_in_domain,1302
13676,author_write_paper,10386
8767,author_write_paper,9636
7130,paper_cite_paper,7200
13481,author_write_paper,13261
5495,author_in_affiliation,2487
14181,paper_in_domain,2927
15593,author_write_paper,12093
3842,author_in_affiliation,4225
4612,paper_cite_paper,13133
15490,author_write_paper,10756
9864,paper_in_domain,356
5094,paper_in_domain,2591
13852,paper_cite_paper,4600
11305,author_write_paper,6396
8599,paper_in_domain,203
13949,paper_in_domain,1357
15514,author_in_affiliation,1452
11379,paper_in_domain,2322
1636,author_in_affiliation,2357
9977,paper_in_domain,790
5732,author_write_paper,8721
8093,author_in_affiliation,408
10610,paper_in_domain,508
12632,author_write_paper,8287
1129,paper_cite_paper,625
12444,paper_cite_paper,4439
10548,paper_in_domain,2827
14814,paper_in_domain,387
8859,paper_in_domain,2315
6264,paper_in_domain,2560
13253,author_write_paper,6178
7766,author_in_affiliation,2461
9398,paper_in_domain,1119
2998,author_write_paper,11107
9093,author_in_affiliation,2980
11586,paper_in_domain,2990
7467,paper_in_domain,1212
6058,paper_in_domain,836
12240,paper_in_domain,1856
13363,paper_in_domain,1177
6152,paper_in_domain,2788
9153,paper_in_domain,1158
7508,paper_in_domain,1119
9316,author_in_affiliation,2923
11709,paper_in_venue,4123
6820,paper_in_domain,755
12393,author_write_paper,4456
4778,paper_in_venue,4119
8122,author_write_paper,9792
5423,paper_in_venue,4119
9283,paper_in_venue,4109
7737,paper_in_domain,1639
5431,author_write_paper,5708
13701,paper_in_venue,4132
13463,paper_in_domain,1620
4195,author_write_paper,10121
8597,paper_in_domain,1286
14598,paper_in_domain,508
9326,author_in_affiliation,4278
9907,author_write_paper,11748
1390,paper_in_domain,235
10692,author_write_paper,12855
2777,author_in_affiliation,143
883,author_in_affiliation,1151
13340,paper_in_venue,4088
5912,paper_in_domain,387
6504,author_write_paper,10548
13466,paper_cite_paper,5355
7450,paper_in_domain,2094
7313,author_in_affiliation,1331
11120,paper_in_domain,1027
3511,author_in_affiliation,4225
13012,paper_cite_paper,13499
5195,paper_in_domain,3770
13850,author_in_affiliation,1115
13279,author_in_affiliation,2858
9628,author_write_paper,5688
3457,author_write_paper,5355
14994,author_write_paper,6219
11527,author_write_paper,13192
9644,paper_in_domain,203
13453,paper_in_domain,1366
11504,paper_in_venue,4097
14852,paper_cite_paper,8334
6520,author_write_paper,13830
12417,paper_in_domain,1478
14942,author_write_paper,4474
9423,author_write_paper,51
6067,author_write_paper,10799
7561,paper_in_venue,4116
13039,paper_cite_paper,10493
6081,paper_in_domain,2080
9276,paper_in_domain,1722
7691,paper_cite_paper,4482
11127,paper_in_domain,2747
7000,paper_in_domain,1256
10304,paper_in_domain,364
9931,paper_in_domain,1655
8283,paper_cite_paper,8162
13509,paper_cite_paper,12322
9509,paper_in_venue,4119
7068,author_in_affiliation,1452
9065,paper_in_domain,1744
6419,paper_in_domain,2733
14868,paper_in_domain,1639
8100,paper_in_domain,1935
12473,paper_cite_paper,14130
9989,paper_in_domain,1286
7430,author_in_affiliation,4278
10317,paper_in_domain,1049
7407,author_write_paper,12522
9271,author_write_paper,10369
12914,paper_in_domain,1722
12555,paper_in_domain,1384
14877,author_write_paper,11613
5147,paper_in_venue,4134
7705,author_in_affiliation,854
4139,author_write_paper,14861
7602,author_in_affiliation,4281
1508,paper_in_venue,4132
8547,author_write_paper,7190
11626,paper_in_domain,260
12256,paper_in_domain,599
11787,paper_cite_paper,12757
6984,paper_in_domain,2242
9352,paper_cite_paper,11121
13879,author_in_affiliation,347
8759,paper_in_venue,4109
11589,paper_cite_paper,14412
16340,author_write_paper,10283
16190,author_in_affiliation,2486
13927,paper_in_domain,1868
14779,paper_in_domain,1532
13794,author_write_paper,12375
10221,paper_in_venue,4119
4835,paper_in_venue,4119
15693,author_write_paper,12310
13552,paper_in_venue,4109
9231,author_write_paper,8320
888,author_write_paper,4426
10861,paper_in_domain,1478
15147,author_write_paper,13258
3287,author_write_paper,9005
11963,author_write_paper,13627
4759,paper_in_domain,95
11428,author_write_paper,11531
5083,paper_in_venue,4119
4739,paper_cite_paper,8280
7963,paper_in_domain,1710
16123,author_in_affiliation,1452
7016,paper_in_domain,1951
5487,author_write_paper,8824
11670,paper_cite_paper,5765
5541,author_write_paper,13717
9210,paper_cite_paper,12700
8988,author_write_paper,11258
2762,author_write_paper,12810
7996,paper_in_domain,752
9114,paper_in_domain,1372
15066,author_in_affiliation,2605
11301,author_write_paper,9632
9019,paper_in_domain,466
8718,author_write_paper,10610
3928,author_in_affiliation,2570
7733,author_write_paper,11021
6622,paper_in_domain,193
9120,paper_cite_paper,4878
7159,paper_cite_paper,6209
7741,paper_in_venue,4106
4321,paper_in_domain,951
3956,author_in_affiliation,1151
13009,paper_in_domain,389
6336,paper_cite_paper,12240
10229,author_write_paper,8165
11589,paper_cite_paper,8372
11115,paper_in_domain,344
4158,author_write_paper,8365
11224,paper_in_domain,2747
6980,paper_in_venue,4119
14487,paper_cite_paper,10665
10122,author_write_paper,5211
14412,paper_in_domain,490
10903,paper_in_domain,1119
12267,author_write_paper,4370
5344,author_write_paper,13737
13217,paper_in_domain,434
14750,paper_in_domain,203
7197,paper_cite_paper,8298
5470,paper_in_domain,387
10674,paper_cite_paper,12062
12100,author_write_paper,12555
7396,paper_cite_paper,6131
5905,paper_in_domain,1868
15362,author_write_paper,7892
7750,author_in_affiliation,287
7599,author_write_paper,13812
10364,paper_in_domain,1119
13535,paper_in_venue,4088
11091,paper_in_domain,1646
11052,paper_in_domain,1131
8057,paper_cite_paper,12508
14048,paper_cite_paper,6970
9589,author_write_paper,5933
11659,paper_in_domain,2364
13257,paper_in_venue,4119
7639,author_write_paper,9508
11260,paper_in_domain,2679
3645,author_in_affiliation,579
5260,author_write_paper,12871
10594,paper_cite_paper,4565
2944,author_write_paper,11360
254,author_write_paper,7240
15554,author_write_paper,12310
9351,author_write_paper,14610
6968,author_write_paper,14648
6019,author_write_paper,11472
5983,paper_in_domain,2679
7790,paper_in_domain,1910
2193,author_write_paper,13404
3799,author_write_paper,6463
8928,paper_in_domain,2604
8759,paper_in_domain,1639
9521,author_write_paper,9970
13364,paper_cite_paper,12011
3795,author_write_paper,12921
12083,paper_in_domain,2353
